amt.pledged,by,category,currency,goal,location,num.backers,num.backers.tier,pledge.tier,title,url
1647155,Jide Tech,Hardware,usd,50000,"Beijing, China",21975,"[500, 634, 14840, 702, 1435, 2956, 487, 304]","[20.0, 30.0, 40.0, 50.0, 60.0, 80.0, 200.0, 359.0]",Remix Mini - The World's First True Android PC.,/projects/jidetech/remix-mini-the-worlds-first-true-android-pc
1538425,Red Thread Games,Video Games,usd,850000,"Oslo, Norway",21858,"[252, 4997, 8029, 2878, 2227, 1330, 610, 183, 286, 100, 497, 49, 29, 50, 20, 10, 10, 6, 0, 0, 4, 0, 3]","[5.0, 20.0, 25.0, 50.0, 75.0, 110.0, 150.0, 200.0, 250.0, 350.0, 500.0, 750.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 2500.0, 5000.0, 5000.0, 5000.0, 7500.0, 10000.0]",Dreamfall Chapters: The Longest Journey,/projects/redthread/dreamfall-chapters-the-longest-journey
620412,"PRX, Inc",Radio &amp; Podcasts,usd,250000,"Cambridge, MA",21808,"[5139, 1476, 1974, 1354, 35, 287, 1299, 694, 125, 146, 19, 166, 197, 966, 849, 525, 257, 101, 5, 4, 7, 6, 7, 6, 14, 3, 3, 7, 1, 1, 5, 2, 1]","[5.0, 10.0, 15.0, 25.0, 40.0, 40.0, 45.0, 45.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 65.0, 100.0, 110.0, 150.0, 200.0, 250.0, 300.0, 300.0, 350.0, 500.0, 550.0, 1000.0, 1000.0, 1500.0, 1500.0, 1750.0, 3500.0, 5000.0, 10000.0]",Radiotopia: A Storytelling Revolution,/projects/1748303376/radiotopia-a-storytelling-revolution
1350700,Nightdive Studios,Video Games,usd,900000,"Vancouver, WA",21625,"[408, 300, 11744, 4064, 1837, 372, 2434, 130, 94, 20, 12, 5, 1, 7, 3]","[5.0, 25.0, 30.0, 50.0, 75.0, 100.0, 150.0, 350.0, 500.0, 750.0, 1000.0, 2000.0, 3000.0, 5000.0, 10000.0]",System Shock,/projects/1598858095/system-shock
929160,Tinnus Enterprises,Product Design,usd,10000,"Plano, TX",21455,"[100, 150, 2500, 3500, 3677, 50, 100, 1500, 2500, 2328, 50, 100, 750, 1000, 1175, 10, 20, 200, 500, 381, 10, 50, 150, 119, 12, 132]","[15.0, 15.0, 15.0, 16.0, 17.0, 30.0, 30.0, 30.0, 32.0, 34.0, 60.0, 60.0, 60.0, 65.0, 70.0, 120.0, 120.0, 120.0, 130.0, 140.0, 240.0, 240.0, 260.0, 280.0, 480.0, 480.0]",Bunch O Balloons: 100 Water Balloons in Less Than 1 Minute,/projects/bunchoballoons/bunch-o-balloons-100-water-balloons-in-less-than-1
1232612,Shai Goitein,Flight,usd,50000,"New York, NY",21412,"[393, 213, 299, 3741, 10687, 5042, 759, 50, 42, 20]","[1.0, 5.0, 30.0, 30.0, 40.0, 75.0, 99.0, 250.0, 299.0, 500.0]",PowerUp 3.0 - Smartphone Controlled Paper Airplane,/projects/393053146/powerup-30-smartphone-controlled-paper-airplane
4079204,CoolMiniOrNot,Tabletop Games,usd,125000,"Atlanta, GA",20915,"[1026, 900, 18085]","[100.0, 140.0, 150.0]",Zombicide: Black Plague,/projects/coolminiornot/zombicide-black-plague
1078634,Knog,Product Design,aud,20000,"Melbourne, AU",20787,"[108, 9206, 499, 1455, 228, 5814, 1237, 101, 920, 473, 12, 611, 55, 12]","[1.43, 19.0, 19.0, 33.0, 33.0, 35.0, 43.0, 51.0, 63.0, 86.0, 93.0, 102.0, 195.0, 554.0]","""Oi"" - The bike bell that doesn't look like a bike bell",/projects/1951570531/oi-the-bike-bell-that-doesnt-look-like-a-bike-bell
590807,Planet Money,Radio &amp; Podcasts,usd,50000,"New York, NY",20242,[20159],[25.0],Planet Money T-shirt,/projects/planetmoney/planet-money-t-shirt
723886,Stoic,Video Games,usd,100000,"Austin, TX",20042,"[35, 9028, 4710, 2735, 1850, 513, 680, 241, 47, 17, 50, 17, 10, 7, 0, 3, 1]","[5.0, 10.0, 25.0, 50.0, 50.0, 80.0, 100.0, 150.0, 250.0, 350.0, 600.0, 800.0, 1200.0, 2500.0, 4500.0, 5000.0, 10000.0]",The Banner Saga,/projects/stoic/the-banner-saga
1578950,Privateer Press Interactive,Video Games,usd,550000,"Bellevue, WA",19829,"[169, 6954, 910, 740, 4500, 667, 300, 1260, 1234, 726, 1686, 617, 29, 0, 3]","[1.0, 20.0, 25.0, 35.0, 40.0, 45.0, 55.0, 65.0, 85.0, 145.0, 205.0, 350.0, 650.0, 3000.0, 5000.0]",WARMACHINE: TACTICS,/projects/409030043/warmachine-tactics
1479231,Hairy Turtle Pty Ltd,Product Design,aud,20000,"Melbourne, AU",19611,"[126, 68, 300, 6950, 3261, 100, 844, 549, 2999, 1468, 1800, 828, 6, 97, 104, 1]","[4.0, 4.0, 22.0, 30.0, 30.0, 37.0, 37.0, 37.0, 58.0, 58.0, 91.0, 91.0, 180.0, 182.0, 291.0, 349.0]",FaceCradle Travel Pillow - Upgrade to Sleeping Class!,/projects/1879934341/facecradle-travel-pillow-upgrade-to-sleeping-class
944282,Larian Studios LLC,Video Games,usd,400000,"Ghent, Belgium",19541,"[93, 47, 7501, 3005, 937, 3009, 421, 1998, 213, 47, 266, 356, 254, 321, 263, 21, 108, 200, 60, 35, 48, 11, 41, 30, 58, 7, 20, 30, 10, 3, 2, 4, 0, 0]","[5.0, 10.0, 25.0, 28.0, 35.0, 40.0, 50.0, 65.0, 65.0, 75.0, 80.0, 95.0, 95.0, 95.0, 100.0, 125.0, 135.0, 150.0, 150.0, 160.0, 175.0, 200.0, 200.0, 250.0, 300.0, 500.0, 500.0, 550.0, 600.0, 1000.0, 1500.0, 2500.0, 5000.0, 10000.0]",Divinity: Original Sin,/projects/larianstudios/divinity-original-sin
2410741,Hello,Technology,usd,100000,"San Francisco, CA",19349,"[415, 50, 2, 9555, 8416, 178, 237, 113, 250, 10, 10, 4]","[1.0, 25.0, 50.0, 99.0, 129.0, 149.0, 189.0, 249.0, 399.0, 639.0, 1000.0, 5000.0]",Sense: Know More. Sleep Better.,/projects/hello/sense-know-more-sleep-better
839301,Jeremy Smith,Technology,usd,35000,"Orem, UT",18604,"[500, 600, 1310, 700, 2400, 1000, 2650, 2000, 2036, 700, 1500, 1626, 300, 500, 670]","[12.0, 14.0, 16.0, 20.0, 24.0, 30.0, 30.0, 36.0, 42.0, 50.0, 55.0, 65.0, 100.0, 110.0, 120.0]",SnapPower Charger: Add USB ports to your wall with no wiring,/projects/snappower/snappower-charger-a-usb-charger-in-a-coverplate-no
776084,WayForward,Video Games,usd,400000,"Los Angeles, CA",18558,"[137, 1000, 8680, 2492, 1550, 261, 501, 1396, 426, 682, 293, 107, 680, 95, 48, 5, 8, 0, 1]","[5.0, 12.0, 15.0, 25.0, 35.0, 45.0, 55.0, 60.0, 75.0, 90.0, 110.0, 150.0, 200.0, 350.0, 500.0, 1000.0, 2500.0, 5000.0, 10000.0]",Shantae: Half-Genie Hero,/projects/1236620800/shantae-half-genie-hero
6225354,the PonoMusic Team,Sound,usd,800000,"San Francisco, CA",18220,"[1061, 538, 1010, 100, 2563, 1324, 713, 888, 500, 324, 365, 499, 500, 336, 492, 397, 374, 126, 500, 468, 358, 498, 456, 96, 500, 392, 193, 55, 500, 57, 251, 44, 7, 7, 275, 34, 111, 313, 72, 364, 30, 30, 21, 15]","[5.0, 50.0, 100.0, 200.0, 300.0, 300.0, 300.0, 300.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 5000.0, 5000.0, 5000.0, 5000.0]",Pono Music - Where Your Soul Rediscovers Music,/projects/1003614822/ponomusic-where-your-soul-rediscovers-music
872133,Frederator / Cartoon Hangover,Animation,usd,600000,"New York, NY",18209,"[2114, 2246, 755, 3331, 1338, 2910, 823, 1887, 50, 50, 35, 49, 28, 147, 22, 1, 5, 1]","[15.0, 20.0, 20.0, 35.0, 35.0, 50.0, 75.0, 100.0, 150.0, 175.0, 200.0, 250.0, 300.0, 400.0, 750.0, 2500.0, 5000.0, 10000.0]",Bee and PuppyCat: The Series,/projects/frederator/bee-and-puppycat-the-series
974578,"Pencil Test Studios, Inc.",Video Games,usd,900000,"Lake Forest, CA",18126,"[587, 7000, 3389, 670, 836, 1070, 1097, 572, 418, 475, 791, 100, 70, 275, 27, 136, 8, 8, 44, 6, 18, 3, 5, 5, 5, 1, 2, 3]","[5.0, 20.0, 25.0, 30.0, 35.0, 45.0, 50.0, 60.0, 75.0, 90.0, 125.0, 130.0, 150.0, 200.0, 250.0, 350.0, 400.0, 495.0, 500.0, 650.0, 1000.0, 1500.0, 2500.0, 3500.0, 4500.0, 4500.0, 6000.0, 10000.0]",Armikrog.,/projects/armikrog/armikrog
2278255,Cryptozoic Entertainment,Video Games,usd,300000,"Irvine, CA",17765,"[273, 2981, 2717, 1641, 1795, 928, 250, 3205, 686, 144, 964, 113, 913, 959, 50, 24, 1, 13]","[10.0, 20.0, 35.0, 50.0, 65.0, 85.0, 90.0, 120.0, 250.0, 250.0, 250.0, 250.0, 250.0, 500.0, 1000.0, 2500.0, 5000.0, 10000.0]",HEX MMO Trading Card Game,/projects/cze/hex-mmo-trading-card-game
3429235,Reaper Miniatures,Games,usd,30000,"Denton, TX",17744,"[192, 6, 330, 16, 17, 48, 121, 32, 16475, 155, 274, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 6, 0, 10, 9, 5, 5, 0, 3]","[1.0, 7.0, 15.0, 18.0, 22.0, 25.0, 28.0, 60.0, 100.0, 110.0, 300.0, 325.0, 425.0, 425.0, 425.0, 450.0, 450.0, 475.0, 475.0, 525.0, 525.0, 600.0, 1000.0, 1000.0, 1000.0, 2000.0, 2000.0, 2200.0, 2500.0]",Reaper Miniatures Bones: An Evolution Of Gaming Miniatures,/projects/1513061270/reaper-miniatures-bones-an-evolution-of-gaming-min
1810294,Jamey Stegmaier,Tabletop Games,usd,33000,"St. Louis, MO",17739,"[526, 2994, 1471, 9763, 2915]","[1.0, 59.0, 79.0, 99.0, 119.0]",Scythe,/projects/jameystegmaier/scythe
2640852,Tony Pearce,Technology,usd,25000,"Alpine, UT",17733,"[151, 49, 600, 1000, 6826, 939, 200, 6464, 841, 33, 390, 212, 1, 0]","[1.0, 19.0, 69.0, 69.0, 79.0, 79.0, 149.0, 149.0, 149.0, 699.0, 999.0, 1299.0, 5000.0, 10000.0]",Purple\xae Pillow: The World's First No-Pressure Pillow,/projects/227992716/purple-pillow-the-worlds-first-no-pressure-head-be
630019,Laser Unicorns,Action,usd,200000,"Umeå, Sweden",17713,"[135, 1485, 443, 120, 6733, 133, 5140, 167, 1235, 372, 132, 33, 639, 29, 38, 15, 8, 130, 2, 98, 20, 10, 15, 2, 1, 10, 42, 21, 1, 5, 0, 1, 5, 1]","[1.0, 5.0, 10.0, 15.0, 20.0, 21.0, 30.0, 30.0, 40.0, 60.0, 70.0, 70.0, 100.0, 100.0, 100.0, 100.0, 100.0, 150.0, 150.0, 200.0, 250.0, 300.0, 350.0, 350.0, 500.0, 500.0, 600.0, 1000.0, 1337.0, 2000.0, 3000.0, 4000.0, 5000.0, 10000.0]",KUNG FURY,/projects/kungfury/kung-fury
1505366,Planetary Resources,Space Exploration,usd,1000000,"Seattle, WA",17614,"[1865, 7208, 1353, 2781, 1978, 275, 998, 43, 62, 102, 35, 49, 26, 1, 6, 10, 27]","[10.0, 25.0, 39.0, 65.0, 99.0, 125.0, 200.0, 200.0, 325.0, 450.0, 650.0, 1000.0, 1750.0, 2500.0, 5000.0, 5000.0, 10000.0]",ARKYD: A Space Telescope for Everyone,/projects/arkydforeveryone/arkyd-a-space-telescope-for-everyone-0
470310,Matchstick.tv,Gadgets,usd,100000,"San Jose, CA",17218,"[76, 500, 11304, 250, 4581, 299, 156, 0]","[2.0, 12.0, 18.0, 24.0, 34.0, 80.0, 160.0, 10000.0]",Matchstick - The Streaming Stick Built on Firefox OS,/projects/matchstick/matchstick-the-streaming-stick-built-on-firefox-os
526563,22cans,Video Games,gbp,450000,"Guildford, UK",17184,"[92, 359, 5000, 2222, 4034, 3211, 594, 215, 495, 634, 106, 40, 15, 5, 3, 5]","[8.0, 16.0, 24.0, 24.0, 32.0, 48.0, 64.0, 80.0, 95.0, 159.0, 317.0, 512.0, 990.0, 1590.0, 3181.0, 7956.0]",Project GODUS,/projects/22cans/project-godus
4869472,Peak Design,Product Design,usd,100000,"San Francisco, CA",17029,"[695, 4216, 7155, 4310, 254, 7]","[30.0, 195.0, 225.0, 375.0, 620.0, 5500.0]",The Everyday Messenger: A Bag For Cameras & Essential Carry,/projects/peak-design/the-everyday-messenger-a-bag-for-cameras-and-essen
1766204,"ArtCraft Entertainment, Inc.",Video Games,usd,800000,"Austin, TX",16936,"[286, 2999, 3999, 1881, 192, 2782, 847, 353, 600, 592, 600, 994, 300, 256, 57, 13, 10, 15]","[5.0, 30.0, 34.0, 36.0, 40.0, 60.0, 100.0, 130.0, 150.0, 175.0, 215.0, 250.0, 425.0, 500.0, 1000.0, 2500.0, 5000.0, 10000.0]",Crowfall - Throne War PC MMO,/projects/crowfall/crowfall-throne-war-pc-mmo
859425,David Alvarado and Jason Sussberg,Documentary,usd,650000,"Brooklyn, NY",16850,"[1665, 1752, 817, 626, 1177, 977, 200, 476, 3103, 200, 996, 788, 79, 688, 641, 150, 100, 100, 100, 254, 111, 146, 90, 168, 74, 56, 50, 20, 37, 4, 0, 3, 3]","[5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 30.0, 35.0, 35.0, 35.0, 50.0, 55.0, 60.0, 75.0, 75.0, 100.0, 100.0, 125.0, 125.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 175.0, 200.0, 500.0, 1000.0, 1500.0, 5000.0, 10000.0, 10000.0]",The Bill Nye Film,/projects/structurefilms/the-bill-nye-film
2952508,Andromium Inc.,Hardware,usd,50000,"San Francisco, CA",16732,"[226, 44, 150, 9984, 445, 150, 4148, 71, 68, 702, 476, 62, 2]","[5.0, 25.0, 85.0, 99.0, 99.0, 145.0, 159.0, 198.0, 198.0, 198.0, 299.0, 599.0, 9900.0]",The Superbook: Turn your smartphone into a laptop,/projects/andromium/the-superbook-turn-your-smartphone-into-a-laptop-f
2950874,Tiko 3D,3D Printing,usd,100000,"Niagara Falls, NY",16538,"[53, 100, 400, 2500, 3000, 2999, 2999, 3000, 1238]","[18.0, 99.0, 139.0, 179.0, 179.0, 179.0, 179.0, 179.0, 179.0]",Tiko - The Unibody 3D Printer,/projects/tiko3d/tiko-the-unibody-3d-printer
672801,Onion,DIY Electronics,usd,15000,"Boston, MA",16537,"[97, 1730, 3535, 1108, 3639, 554, 1549, 716, 690, 666, 552, 207, 1047, 303, 78, 25]","[1.0, 5.0, 9.0, 20.0, 24.0, 35.0, 39.0, 59.0, 64.0, 74.0, 75.0, 99.0, 124.0, 149.0, 279.0, 499.0]","Omega2: $5 Linux Computer with Wi-Fi, Made for IoT",/projects/onion/omega2-5-iot-computer-with-wi-fi-powered-by-linux
1193776,BetterBack,Product Design,usd,12500,"San Francisco, CA",16459,"[186, 2999, 9097, 193, 4, 1923, 1750, 11, 28, 5, 157, 1, 4]","[1.0, 49.0, 49.0, 75.0, 95.0, 95.0, 95.0, 149.0, 149.0, 150.0, 285.0, 450.0, 850.0]",BetterBack\u2014Perfect Posture Effortlessly (getbetterback.com),/projects/1123408990/betterback-perfect-posture-effortlessly
701010,Perihelion Interactive LLC,Video Games,usd,500000,"Sacramento, CA",16408,"[55, 5859, 100, 1809, 5723, 842, 885, 389, 235, 200, 41, 20, 4, 23, 4, 5, 2, 0, 1, 3, 1, 1, 1]","[10.0, 20.0, 25.0, 30.0, 40.0, 50.0, 75.0, 100.0, 150.0, 200.0, 250.0, 300.0, 350.0, 500.0, 750.0, 1000.0, 1000.0, 1500.0, 1500.0, 2000.0, 4000.0, 5000.0, 10000.0]",The Mandate,/projects/1964463742/the-mandate
706287,Angelia Trinidad,Product Design,usd,15000,"San Diego, CA",16335,"[1482, 50, 50, 1000, 300, 300, 998, 2202, 300, 300, 1790, 1950, 1437, 461, 409, 285, 164, 297, 287, 179, 120, 328, 33, 250, 270, 263, 272, 258, 55, 55, 63, 47, 14, 12, 17, 14]","[1.0, 20.0, 25.0, 25.0, 25.0, 25.0, 30.0, 30.0, 30.0, 30.0, 30.0, 35.0, 35.0, 50.0, 50.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 60.0, 60.0, 60.0, 60.0, 60.0, 65.0, 65.0, 110.0, 110.0, 135.0, 135.0, 210.0, 210.0, 260.0, 260.0]","Passion Planner: Get One, Give One",/projects/angeliatrinidad/passion-planner-get-one-give-one
2321811,OLO 3D Inc.,Technology,usd,80000,"San Francisco, CA",16180,"[66, 11, 8, 7, 5, 43, 996, 997, 4516, 238, 139, 1925, 5419, 493, 873, 17, 0, 0, 1, 0]","[19.0, 29.0, 39.0, 49.0, 69.0, 73.0, 79.0, 89.0, 99.0, 99.0, 103.0, 119.0, 129.0, 133.0, 239.0, 999.0, 2499.0, 6499.0, 9999.0, 9999.0]",OLO - The First Ever Smartphone 3D Printer.,/projects/olo3d/olo-the-first-ever-smartphone-3d-printer
3327757,Monolith Board Games LLC,Tabletop Games,usd,80000,"Las Vegas, NV",16038,"[1369, 700, 13656]","[90.0, 125.0, 135.0]",Conan,/projects/806316071/conan
3390551,BRAGI LLC.,Product Design,usd,260000,"Munich, Germany",15998,"[400, 269, 1000, 8000, 4630, 1131, 209, 237, 5]","[2.0, 15.0, 179.0, 199.0, 199.0, 239.0, 299.0, 499.0, 2999.0]",The Dash \u2013 Wireless Smart In Ear Headphones,/projects/hellobragi/the-dash-wireless-smart-in-ear-headphones
660126,Playdek,Video Games,usd,600000,"Carlsbad, CA",15824,"[191, 11935, 303, 930, 1210, 253, 152, 70, 187, 336, 76, 5, 4, 0, 0]","[3.0, 20.0, 30.0, 50.0, 80.0, 110.0, 140.0, 165.0, 165.0, 250.0, 400.0, 1000.0, 2500.0, 5000.0, 10000.0]",Unsung Story: Tale of the Guardians,/projects/482445197/unsung-story-tale-of-the-guardians
1014600,"CIA, Inc.",Video Games,usd,100000,"Tokyo, Japan",15802,"[408, 5000, 3063, 1525, 1226, 732, 224, 723, 821, 285, 500, 725, 148, 100, 222, 19, 20, 1, 3, 2, 3, 1]","[1.0, 20.0, 25.0, 35.0, 50.0, 60.0, 70.0, 80.0, 120.0, 120.0, 150.0, 155.0, 250.0, 255.0, 400.0, 750.0, 950.0, 3000.0, 5000.0, 10000.0, 10000.0, 10000.0]",\u3010Project Phoenix\u3011 Japan's indie RPG feat. AAA talent!,/projects/1300298569/project-phoenix-japans-indie-rpg-feat-aaa-talent
625143,Stainless Games,Video Games,usd,400000,"Isle of Wight, UK",15736,"[199, 5318, 1262, 2608, 1388, 1840, 11, 1681, 196, 77, 266, 116, 7, 434, 131, 1, 105, 12, 11, 3, 22, 2, 1, 3]","[1.0, 15.0, 15.0, 25.0, 25.0, 30.0, 45.0, 50.0, 75.0, 100.0, 100.0, 150.0, 150.0, 150.0, 150.0, 349.0, 350.0, 500.0, 650.0, 750.0, 1000.0, 2500.0, 7500.0, 10000.0]",Carmageddon: Reincarnation,/projects/stainlessgames/carmageddon-reincarnation
626250,Ron Gilbert & Gary Winnick,Video Games,usd,375000,"San Francisco, CA",15623,"[69, 8016, 3048, 797, 2279, 341, 14, 34, 101, 614, 40, 86, 35, 16, 0, 3, 0]","[5.0, 20.0, 25.0, 35.0, 50.0, 75.0, 100.0, 150.0, 150.0, 150.0, 250.0, 350.0, 500.0, 1000.0, 2500.0, 5000.0, 10000.0]",Thimbleweed Park: A New Classic Point & Click Adventure!,/projects/thimbleweedpark/thimbleweed-park-a-new-classic-point-and-click-adv
580905,Ryan North,Publishing,usd,20000,"Toronto, Canada",15352,"[795, 4635, 5490, 1421, 313, 271, 825, 1009, 508, 11, 0, 5, 0, 1]","[15.0, 20.0, 25.0, 50.0, 55.0, 55.0, 60.0, 75.0, 90.0, 250.0, 1000.0, 1000.0, 5000.0, 5001.0]",To Be Or Not To Be: That Is The Adventure,/projects/breadpig/to-be-or-not-to-be-that-is-the-adventure
360286,DM Initiatives,Product Design,aud,38000,"Sydney, AU",15251,"[65, 10060, 4999, 99]","[0.93, 11.0, 14.0, 56.0]",The Stupendous Splendiferous ButterUp,/projects/butterup/the-stupendous-splendiferous-butterup
308838,Ryan Crabtree,Fashion,usd,10000,"Ogden, UT",15129,"[210, 835, 14028]","[12.0, 15.0, 16.0]",The CRABBY Wallet: A wallet that is not for everyone...,/projects/1369622196/the-crabby-wallet-a-wallet-that-is-not-for-everyon
461333,5 Lives Studios,Video Games,gbp,350000,"Brisbane, AU",15029,"[42, 1000, 7418, 740, 1473, 200, 1112, 419, 200, 383, 200, 287, 975, 300, 89, 26, 15, 3, 20, 4, 0, 0, 1]","[9.0, 20.0, 25.0, 31.0, 35.0, 44.0, 54.0, 74.0, 80.0, 84.0, 89.0, 92.0, 100.0, 146.0, 245.0, 307.0, 491.0, 751.0, 981.0, 1226.0, 4906.0, 7664.0, 7666.0]",Satellite Reign,/projects/5livesstudios/satellite-reign
3169610,Reaper Miniatures,Tabletop Games,usd,30000,"Denton, TX",14964,"[499, 250, 500, 250, 250, 500, 2001, 2000, 1999, 1996, 1994, 1992, 558, 91]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",Reaper Miniatures Bones II: The Return Of Mr Bones!,/projects/1513061270/reaper-miniatures-bones-ii-the-return-of-mr-bones
1254120,Rich Burlew,Comics,usd,57750,"Philadelphia, PA",14952,"[2256, 10, 1, 218, 38, 574, 223, 179, 2350, 772, 379, 374, 500, 395, 204, 25, 103, 131, 309, 74, 25, 30, 132, 29, 25, 109, 132, 35, 1222, 338, 80, 50, 163, 108, 250, 25, 6, 58, 34, 297, 30, 10, 53, 38, 200, 259, 30, 14, 5, 1191, 25, 52, 50, 30, 450, 94, 25, 15, 12, 10, 5, 3, 1, 1]","[10.0, 11.0, 12.0, 14.0, 14.0, 15.0, 16.0, 24.0, 25.0, 26.0, 29.0, 32.0, 35.0, 36.0, 37.0, 38.0, 42.0, 43.0, 45.0, 49.0, 50.0, 52.0, 55.0, 57.0, 60.0, 61.0, 62.0, 65.0, 67.0, 68.0, 70.0, 75.0, 78.0, 79.0, 80.0, 83.0, 84.0, 87.0, 92.0, 94.0, 96.0, 100.0, 107.0, 114.0, 115.0, 139.0, 155.0, 192.0, 200.0, 222.0, 240.0, 245.0, 250.0, 262.0, 295.0, 300.0, 305.0, 575.0, 600.0, 675.0, 750.0, 1250.0, 4000.0, 5000.0]",The Order of the Stick Reprint Drive,/projects/599092525/the-order-of-the-stick-reprint-drive
1440345,Adam Lewis Greene,Typography,usd,37000,"Santa Cruz, CA",14884,"[91, 16, 34, 944, 165, 28, 44, 206, 50, 8331, 797, 7, 245, 256, 18, 112, 143, 23, 19, 419, 230, 1146, 429, 29, 90, 34, 358, 25, 47, 50, 123, 4, 134, 100, 19, 9, 28, 13, 5, 1]","[5.0, 25.0, 25.0, 25.0, 45.0, 50.0, 60.0, 63.0, 70.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 100.0, 125.0, 140.0, 150.0, 165.0, 190.0, 200.0, 201.0, 215.0, 215.0, 240.0, 272.0, 275.0, 290.0, 335.0, 350.0, 426.0, 650.0, 1000.0, 1000.0, 5000.0]",B I B L I O T H E C A,/projects/530877925/bibliotheca
2232933,City State Entertainment,Video Games,usd,2000000,"Fairfax, VA",14873,"[193, 1942, 1082, 3153, 470, 839, 3295, 155, 104, 251, 499, 34, 1658, 80, 393, 25, 22, 204, 23, 33, 100, 18, 6, 20, 47, 9, 6, 9, 3, 7, 4, 12, 9, 15, 4, 0]","[5.0, 25.0, 30.0, 50.0, 55.0, 75.0, 110.0, 120.0, 150.0, 175.0, 180.0, 225.0, 250.0, 250.0, 350.0, 450.0, 450.0, 500.0, 600.0, 750.0, 1000.0, 1000.0, 1200.0, 1200.0, 1250.0, 1500.0, 1700.0, 2500.0, 3000.0, 3250.0, 3251.0, 3500.0, 5000.0, 5000.0, 10000.0, 10000.0]",Camelot Unchained,/projects/13861848/camelot-unchained
311502,Yacht Club Games,Video Games,usd,75000,"Los Angeles, CA",14749,"[6282, 5992, 977, 184, 776, 69, 50, 77, 18, 123, 7, 10, 16, 5, 0, 0]","[10.0, 15.0, 25.0, 50.0, 60.0, 75.0, 100.0, 101.0, 150.0, 200.0, 300.0, 350.0, 500.0, 1000.0, 2000.0, 5000.0]",Shovel Knight,/projects/yachtclubgames/shovel-knight
501252,No Matter Studios,Video Games,usd,300000,"Kirkland, WA",14738,"[79, 7176, 3089, 298, 1205, 1673, 56, 50, 75, 106, 180, 54, 102, 219, 23, 52, 69, 103, 10, 9, 2, 0]","[5.0, 15.0, 25.0, 30.0, 35.0, 50.0, 50.0, 65.0, 65.0, 75.0, 100.0, 100.0, 125.0, 150.0, 195.0, 200.0, 250.0, 300.0, 650.0, 1000.0, 5000.0, 10000.0]",Prey for the Gods,/projects/802508750/prey-for-the-gods
468629,Gamelyn Games,Tabletop Games,usd,15000,"Phoenix, AZ",14579,"[94, 586, 12677, 32, 929, 3, 122, 13]","[8.0, 18.0, 24.0, 34.0, 44.0, 140.0, 180.0, 250.0]",Tiny Epic Western,/projects/coe/tiny-epic-western
1178504,Luuup Inc.,Product Design,cad,50000,"Toronto, Canada",14333,"[410, 62, 40, 1601, 73, 7915, 500, 500, 2130, 100, 308, 249, 165, 114, 48]","[4.0, 13.0, 20.0, 27.0, 28.0, 34.0, 41.0, 55.0, 70.0, 81.0, 97.0, 110.0, 122.0, 124.0, 164.0]",Luuup Litter Box - The Best Cat Litter Box Ever Made,/projects/luuup/luuup-litter-box-the-best-cat-litter-box-ever-made
817164,Andrew Gardner,Product Design,cad,14000,"Waterloo, Canada",14253,"[30, 20, 61, 25, 77, 140, 1448, 500, 5281, 30, 90, 15, 70, 1421, 150, 350, 4032, 55, 367]","[10.0, 14.0, 14.0, 29.0, 29.0, 34.0, 34.0, 38.0, 38.0, 40.0, 45.0, 53.0, 58.0, 58.0, 66.0, 67.0, 67.0, 144.0, 144.0]",POLAR Pen & Stylus 2.0 - Made from MAGNETS,/projects/andrewgardner/polar-pen-both-tool-and-toy-pen-stylus-made-from-m
770309,"Kris, Rob, Matt & Dave",Animation,usd,250000,"Dallas, TX",14242,"[1002, 4152, 2687, 3698, 2081, 179, 30, 167, 26, 16, 2, 11, 4, 1, 0, 1, 0]","[1.0, 15.0, 30.0, 60.0, 100.0, 150.0, 200.0, 250.0, 500.0, 750.0, 1000.0, 1000.0, 5000.0, 8000.0, 10000.0, 10000.0, 10000.0]",The Cyanide & Happiness Show,/projects/explosm/the-cyanide-and-happiness-show
